Sector,Sub-Industry,Production_Process,Assets,Fibres_And_Other_Materials_Dependency_Description,Fibres_And_Other_Materials_Materiality,Fibres_And_Other_Materials_Materiality_Justification,Fibres_And_Other_Materials_Assets,Genetic_Materials_Dependency_Description,Genetic_Materials_Materiality,Genetic_Materials_Materiality_Justification,Genetic_Materials_Assets,Ground_Water_Dependency_Description,Ground_Water_Materiality,Ground_Water_Materiality_Justification,Ground_Water_Assets,Surface_Water_Dependency_Description,Surface_Water_Materiality,Surface_Water_Materiality_Justification,Surface_Water_Assets,Animal_Based_Energy_Dependency_Description,Animal_Based_Energy_Materiality,Animal_Based_Energy_Materiality_Justification,Animal_Based_Energy_Assets,Filtration_Dependency_Description,Filtration_Materiality,Filtration_Materiality_Justification,Filtration_Assets,Bio-Remediation_Dependency_Description,Bio-Remediation_Materiality,Bio-Remediation_Materiality_Justification,Bio-Remediation_Assets,Dilution_By_Atmosphere_And_Ecosystems_Dependency_Description,Dilution_By_Atmosphere_And_Ecosystems_Materiality,Dilution_By_Atmosphere_And_Ecosystems_Materiality_Justification,Dilution_By_Atmosphere_And_Ecosystems_Assets,Mediation_Of_Sensory_Impacts_Dependency_Description,Mediation_Of_Sensory_Impacts_Materiality,Mediation_Of_Sensory_Impacts_Materiality_Justification,Mediation_Of_Sensory_Impacts_Assets,Buffering_And_Mass_Attenuation_Of_Flows_Dependency_Description,Buffering_And_Mass_Attenuation_Of_Flows_Materiality,Buffering_And_Mass_Attenuation_Of_Flows_Materiality_Justification,Buffering_And_Mass_Attenuation_Of_Flows_Assets,Mass_Stabilisation_And_Erosion_Control_Dependency_Description,Mass_Stabilisation_And_Erosion_Control_Materiality,Mass_Stabilisation_And_Erosion_Control_Materiality_Justification,Mass_Stabilisation_And_Erosion_Control_Assets,Water_Flow_Maintenance_Dependency_Description,Water_Flow_Maintenance_Materiality,Water_Flow_Maintenance_Materiality_Justification,Water_Flow_Maintenance_Assets,Flood_And_Storm_Protection_Dependency_Description,Flood_And_Storm_Protection_Materiality,Flood_And_Storm_Protection_Materiality_Justification,Flood_And_Storm_Protection_Assets,Ventilation_Dependency_Description,Ventilation_Materiality,Ventilation_Materiality_Justification,Ventilation_Assets,Pollination_Dependency_Description,Pollination_Materiality,Pollination_Materiality_Justification,Pollination_Assets,Maintain_Nursery_Habitats_Dependency_Description,Maintain_Nursery_Habitats_Materiality,Maintain_Nursery_Habitats_Materiality_Justification,Maintain_Nursery_Habitats_Assets,Pest_Control_Dependency_Description,Pest_Control_Materiality,Pest_Control_Materiality_Justification,Pest_Control_Assets,Disease_Control_Dependency_Description,Disease_Control_Materiality,Disease_Control_Materiality_Justification,Disease_Control_Assets,Soil_Quality_Dependency_Description,Soil_Quality_Materiality,Soil_Quality_Materiality_Justification,Soil_Quality_Assets,Water_Quality_Dependency_Description,Water_Quality_Materiality,Water_Quality_Materiality_Justification,Water_Quality_Assets,Climate_Regulation_Dependency_Description,Climate_Regulation_Materiality,Climate_Regulation_Materiality_Justification,Climate_Regulation_Assets, 
Materials,Paper Products,Production of paper products,Species; Habitats; Atmosphere; Ocean Geomorphology; Water; Soils and sediments,Timber and cellulose as a direct input to production process,Very High,"ES is critical & irreplaceable in PP 

PP can take place with some disruption of the ES, but the high quantity of impact mitigation required for the PP makes this a high risk
",Species; Habitats,,,,,Water is required as an input in the production process,Very High, ES is critical & irreplaceable in PP,Water,Water is required as an input in the production process,Very High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,NA,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,,,,,,,,,,,,,Water flow maintenance for production processes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Construction Materials,Construction materials production,Atmosphere; Ocean Geomorphology; Water; Habitats; Species,,,,,,,,,Water is required as an input in the production process,Very High,ES is critical & irreplaceable in PP,Water,Water is required as an input in the production process,Very High,ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,Natural dilution of production sourced pollution by atmosphere and ecosystems,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise and dust,Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition for production processes,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,,,,, 
Materials,Diversified Chemicals,Vulcanisation,Water; Habitats; Soils and sediments; Land geomorphology,,,,,,,,,Water is used for production process and cooling,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used for production process and cooling,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Materials,Forest Products,Production of forest and wood-based products,Water; Habitats; Soils and sediments; Land geomorphology,,,,,,,,,Water is required as an input in the production process,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is required as an input in the production process,Very High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for groundwater provision,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,Naturally occurring green infrastructure to protect from natural hazards in order to maintain conditions for tree growth,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Materials,Aluminium,Mining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is required as an input in the production process,High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,High,ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Copper,Mining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is required as an input in the production process,High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,High,ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Diversified Metals & Mining,Mining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is required as an input in the production process,High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,High,ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Gold,Mining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is required as an input in the production process,High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,High,ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Precious Metals & Minerals,Mining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is required as an input in the production process,High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,High,ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Silver,Mining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is required as an input in the production process,High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,High,ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Aluminium,Alumina refining,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used in the production process of mining, e.g. extraction and water supply",Medium,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,"Water is used in the production process of mining, e.g. extraction and water supply",Medium,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production processes,Medium,"Although less practical, PP can take place without the ES due to availability of substitutes",Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Iron,Iron extraction,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,"Water is used in the production process of mining, e.g. extraction and water supply",High, ES is critical & irreplaceable in PP,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for various activities,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere; Species; Soils and sediments, 
